0,1
30.426731,873.48956
803.40424,363.14767
522.5463,10704.62
0.16057214,1895.6774
0.3582531,2109.8472
0.46208376,12.5736685
22.768057,0.13425101
359.42175,1027.37
49.95002,4.7512393
0.20036978,8.529371
26539.674,1398.2678
947550.2,22.667898
4.653215,0.018009009
272574.38,16769.555
990422.94,0.46263278
125.83623,15.826864
20.753052,3.4879453
621548.2,2.305481
4781.0444,0.92262053
557598.94,0.02932277
33.688595,0.3879174
231.9263,254.36325
6.3815956,0.4080666
1687.5818,0.8227833
1592.684,11711.689
95.9019,37244.242
1.0739465,0.37771755
231841.73,5.7746534
12.154395,0.16606948
0.82481444,2256.1729
6372.7676,0.39833394
21413.475,0.015286335
1.9259807,0.033744182
63.631367,62191.176
0.13983448,596.96625
27.089466,110.06952
333422.12,69.69575
599.05615,10516.756
13875.139,0.5172408
0.42224345,57.005524
8903.166,13.771991
2350.0718,0.11675372
19.21121,846.98615
4280.3945,0.026596883
1405.7063,0.016362019
65.74419,8.712552
16.933573,3237.045
4.7114677,993.60114
2711.9763,7663.6025
2159.3345,12.779184
52.774937,76278.3
214.41078,14.99683
193218.12,0.3573547
534.408,22702.469
50676.574,0.20878868
475.04272,163.97974
944.0992,183.56099
220.16685,11.143203
231.91434,103.92672
6034.561,119.600044
748.9992,0.79023945
470.7792,4.0008807
564.0998,17.558727
150.31033,3.6123142
3.4825716,28.770824
418.9017,8.137158
9346.307,830.9199
3033.3074,0.41871238
86.14194,13.637585
90.21848,4.3959002
140.98526,1.7657508
46.787052,179.53523
694.31384,675.2318
690.459,106.810905
28.825674,15.323467
6.795516,39.15376
1633.9791,6530.68
1031.6207,416.6894
39.743458,20.132446
462.1066,5.331344
95.99938,16.097607
1395.0815,49.796276
66.628716,9574.726
7138.1416,5.2501397
53.575764,4.379052
240.66916,29.100489
2789.075,3.4318626
11550.875,140.5777
1399.9574,14.071601
126.31433,40.154198
1716.2107,120.19555
2037.9945,98.71968
1642.902,1.3000264
10.256085,40.885242
3086.618,6096.0757
1.3828032,16.552212
1.3731999,0.06797075
78.154655,14.4387455
1021.7172,133.14795
24.206533,75.10679
74.13959,769.7264
3240.8113,217.77383
404.68823,282.9085
437.4834,0.6761843
736.3555,2.8081417
12.020418,34.310898
351.60562,32.437645
2886.6052,126.95765
1003.95795,125.799904
22.934113,33.142597
49.95054,591.337
0.90282077,7.359897
104.34793,143.03642
38.034645,65.64342
43.061836,148.01144
861.40674,47.216785
49.66318,0.32492262
52.895645,663.7418
25.449615,43.423668
208.50473,76.37889
2.2223785,242.6769
3114.942,8.900043
95.176254,75.52767
53.393982,11138.015
56546.223,51812.523
93.521835,12.751897
193.303,1170.4755
5.920661,92.77201
12.781994,12.131031
114.19063,84.03342
70.32749,23.71872
385.66757,143.58438
3067.1362,154.934
